SalesID,SalePrice
1228429,29779.72248661038
1228430,29674.295505960505
1228437,73602.89803332994
1228438,64011.19266178599
1228439,26789.20303594249
1228442,128733.73098250007
1228494,11771.360099051375
1228496,29674.295505960505
1228498,54294.70015498476
1228499,65466.784017868704
1228503,39569.61660398066
1228506,14858.246053483277
1228508,13639.282350711297
1228509,18053.31620318502
1228510,22748.327235651297
1228518,11999.527122214991
1228519,55300.038640071536
1228524,20896.93500529924
1228525,50565.72817135117
1228533,71514.51035101638
1228535,66092.50856668275
1228536,65895.34380827473
1228542,22972.705630966513
1228553,34408.774503351844
1228561,14377.194556827699
1228562,15176.999578848428
1228568,30052.07496630374
1228569,29972.37995967742
1228570,45336.855974559134
1228572,77718.77345844521
1228573,43466.79512766227
1228575,51105.34489672845
1228579,16025.150979977196
1228582,20956.885913275724
1228583,36447.21284969876
1228586,71909.07137990235
1228590,83784.04958323124
1228591,70962.05843858382
1228593,74363.5978225247
1228594,54814.3933022801
1228595,14787.017516377342
1228598,30407.255869780023
1228604,15679.057571456919
1228605,29109.53378353454
1228606,35741.25239257133
1228618,10182.89202692616
1228619,29674.295505960505
1228622,13122.787841021167
1228623,26704.18912731427
1228627,60296.73838744278
1228628,59483.195110136665
1228629,54922.47178766271
1228630,25279.356561822053
1228631,38829.48583192218
1228633,61305.34820134237
1228634,38716.142641984065
1228635,39123.96356528196
1228640,24930.87429169619
1228641,42978.672731059094
1228642,59308.77731335772
1228643,39716.22596449897
1228648,14288.354158832726
1228649,82123.37441707449
1228650,12366.094093210157
1228654,50928.410187656904
1228658,20589.208333333332
1228659,28431.166549953316
1228660,29311.951566004405
1228669,15201.103006426552
1228670,20658.820040027498
1228672,47660.18324014178
1228674,10054.636963978624
1228675,20578.11374611778
1228678,12434.690105537094
1228681,25334.748506112086
1228682,41626.95973235881
1228683,18926.459508412645
1228684,39716.22596449897
1228685,35712.98635195191
1228699,39716.22596449897
1228700,19463.975944691527
1228702,82143.81731946328
1228703,37167.67765568878
1228706,52017.63121320854
1228714,51299.05177549436
1228724,37596.29522753632
1228727,68375.3399781459
1228730,32442.875232104725
1228731,19717.925371579793
1228733,20028.274772326473
1228734,27208.587233969258
1228735,23164.439936267994
1228736,38857.197688340886
1228737,63317.75928697423
1228738,71703.04838427456
1228744,14595.168135864984
1228746,10597.664931500887
1228750,80917.84370472116
1228751,22035.2586489193
1228757,32741.86469460452
1228759,59275.370156780315
1228760,63750.253629433544
1228761,67455.8107120054
1228762,53292.36277023812
1228763,71681.56574862842
1228764,59736.40576322508
1228776,26292.42980032556
1228779,30709.222022588197
1228781,37230.39282144602
1228785,11456.803112471527
1228788,23663.076338266357
1228789,41393.59355045178
1228794,39521.655443375756
1228795,39741.61252492082
1228809,36991.491195735915
1228816,48799.290847243734
1228818,20024.89441772001
1228822,21358.14531150194
1228824,26311.8383501718
1228829,39000.01609772589
1228831,66660.54774464428
1228833,35535.910107278934
1228835,17801.900771718072
1228837,39215.403091625834
1228846,21700.869293365493
1228847,80917.84370472116
1228850,31153.898317040628
1228854,13252.619053182043
1228858,16813.188834337798
1228859,36895.245665023394
1228863,74049.6293777804
1228865,33595.09924915255
1228866,57736.11104385893
1228867,41222.92643928983
1228871,47366.053765955374
1228872,49525.596441705085
1228874,15176.321238135617
1228876,13766.01488524737
1228877,13766.01488524737
1228878,13766.01488524737
1228879,13815.503436917508
1228881,12925.755372020452
1228888,46369.90025885619
1228890,13278.587016711372
1228894,14484.26262539807
1228896,22955.01506088027
1228899,59216.6592166746
1228902,72122.26119837795
1228907,65527.93863207937
1228914,55438.381821918236
1228919,32446.16710905277
1228922,15132.765046469794
1228924,23973.938496964605
1228926,15381.388024585904
1228929,43799.02945821693
1228933,114296.00909787638
1228935,20917.644941196675
1228936,21007.644941196675
1228940,70989.40565163511
1228946,50702.280241074295
1228951,23115.807570828492
1228952,26278.9578592835
1228953,67040.93896954836
1228969,41860.16019929953
1228985,29541.640804889612
1228994,33042.24526908926
1228995,23435.415430020174
1228996,19206.349379516036
1228997,63380.72423926648
1228998,53128.13019851941
1228999,20723.91276068613
1229003,14358.85479168257
1229004,14358.85479168257
1229005,14358.85479168257
1229006,60136.1945263962
1229007,23906.545004963526
1229008,15777.646012814324
1229009,6428.4375
1229017,25399.99986953977
1229025,62445.82333857603
1229027,15305.189202850279
1229028,32361.750724877304
1229043,13240.898202130722
1229047,41610.445209369434
1229049,30460.593482979537
1229052,37094.69371995884
1229053,26953.479609396058
1229054,27874.486440748995
1229055,62211.893339321854
1229057,30096.41000752843
1229065,54567.049336437245
1229080,58224.12556221889
1229083,35216.28590353791
1229086,55782.32579005886
1229087,31013.16713831511
1229092,38829.48583192218
1229096,14330.692620371188
1229099,18865.99614602807
1229100,78210.1935257171
1229101,83487.45041331254
1229102,87862.07685217615
1229103,37372.9238101566
1229104,20245.05437498498
1229105,53513.05583954505
1229112,14665.488967213256
1229114,48946.48083946878
1229119,38512.91890959282
1229128,17774.119822909284
1229129,28523.408610578583
1229133,89091.45325642783
1229135,89934.87710256933
1229137,36182.04630784828
1229138,62669.83617598052
1229139,12122.588220681531
1229140,72393.42851958299
1229142,20723.135500673667
1229143,16991.906324651653
1229148,15740.395480468378
1229150,65926.74942061806
1229220,9385.78706194298
1229223,63317.75928697423
1229227,32507.473996292934
1229236,35774.707039057685
1229241,36397.22421094768
1229242,17140.510047240707
1229257,51105.34489672845
1229262,44444.4681511932
1229289,30224.476187231805
1229290,34498.822855568
1229291,14457.266656156042
1229292,17184.01935697804
1229293,17738.11749495118
1229295,14209.663526336784
1229296,23960.18073623737
1229300,61322.52137208833
1229314,97854.15723869305
1229315,30892.088835835126
1229316,21326.013424873257
1229321,15215.084463521249
1229322,21437.133597080436
1229323,26320.71660914491
1229324,23797.91340812338
1229329,25824.1256248407
1229331,23743.095339972122
1229336,74086.90875881333
1229337,59618.409564311805
1229338,41965.16745597673
1229344,31177.228163296877
1229353,41322.06349048158
1229368,20361.801633858766
1229372,14358.85479168257
1229387,6672.08182267098
1229388,15638.488199200296
1229395,89472.99707743185
1229396,108697.89762143599
1229397,33632.12506660727
1229399,47729.92881721855
1229402,14949.500345436123
1229403,14401.97088059014
1229409,63681.386058229094
1229415,61111.082961152344
1229422,30127.31605783398
1229425,64248.54980464313
1229428,14711.60463815006
1229429,14856.11647253535
1229439,51189.84440221797
1229443,14752.563391715506
1229444,8751.750885385527
1229454,15777.646012814324
1229455,46924.74559494088
1229459,58821.410791792085
1229463,17185.723110157953
1229471,23329.63138928441
1229473,26130.496468171954
1229474,39739.084671361335
1229475,35807.82925847391
1229476,75292.01875929402
1229477,49347.296508911444
1229480,25758.07209668278
1229497,10597.60132812143
1229498,10288.889129993971
1229511,14240.037278109225
1229513,33640.119095731585
1229514,31269.753855685005
1229515,39531.962712309345
1229516,37258.70837031929
1229517,13050.051212123248
1229518,12718.343318270763
1229519,37672.42345119768
1229520,39527.90651202603
1229521,39336.39829018084
1229522,55333.47468010656
1229523,13877.581169105102
1229536,27982.7739922025
1229539,59659.6411902188
1229541,13166.197274535969
1229543,58141.47675269509
1229546,14566.449108598108
1229547,58545.43213969938
1229548,12539.047130736732
1229549,11732.556565105451
1229553,45770.968226609555
1229564,83885.01249288101
1229567,31807.57899636532
1229580,42152.038326546324
1229581,44657.86893949928
1229582,62115.99981211735
1229583,62175.74340186094
1229585,15564.179536384205
1229586,55045.04548915971
1229589,6658.686108198919
1229590,20955.92929980173
1229591,16182.866891321384
1229594,26326.195898405847
1229597,16186.497801370277
1229601,21146.6434890333
1229604,59114.34166350891
1229606,21826.997005324713
1229609,73205.11161534608
1229620,15605.747103951773
1229622,41035.044548358666
1229624,22408.84578899931
1229639,22574.133683988424
1229646,19784.833333333332
1229648,29364.368836520734
1229649,20099.57453237423
1229654,30761.639293104523
1229656,15437.948443881787
1229657,29674.295505960505
1229671,18865.09674626901
1229672,22334.540398938636
1229676,18605.82268771668
1229677,46490.611171585784
1229679,13906.750221995178
1229680,23924.0391785208
1229681,25390.812199756638
1229689,119347.56866217619
1229690,35733.67197612858
1229691,66587.30683106965
1229708,21654.576646974198
1229711,17195.481554131027
1229726,35229.25302441235
1229728,90682.32083833058
1229729,62515.053895388395
1229730,16807.957034745792
1229734,74023.18795553141
1229739,10702.176873946844
1229740,14579.719405512478
1229741,14880.548131837411
1229742,13159.246970352127
1229743,14880.548131837411
1229754,15730.049711743553
1229759,41919.78961230265
1229762,23489.342807137928
1229763,20521.718055900514
1229772,49151.09985719235
1229775,33145.9425907934
1229777,29514.473260194227
1229783,36786.10991382911
1229784,73288.69920528376
1229785,71898.58561852796
1229789,30771.565248928848
1229790,29323.418378140977
1229795,39938.90744397682
1229798,22541.579969821545
1229804,15630.475380735415
1229807,27767.827035018974
1229809,31436.33088729575
1229810,24285.854528478158
1229811,30304.27319427477
1229812,105863.99866097052
1229814,26928.059720965568
1229816,39498.67265491968
1229817,40351.02115463911
1229820,83508.93874731762
1229821,15530.591023536976
1229822,43144.70963835431
1229825,26320.71660914491
1229827,58229.76693728955
1229832,58464.56180908442
1229841,26056.578284932057
1229842,30233.282894332722
1229848,15102.570930159285
1229860,33574.20209304226
1229862,12765.72273003547
1229869,18432.21540210008
1229873,49304.20597617594
1229874,63236.04136243839
1229875,49421.93114405186
1229876,14566.449108598108
1229877,58455.43213969938
1229878,86332.3667375193
1229879,17761.18818198248
1229884,14665.47756795027
1229889,69120.26625329177
1229890,75948.19730984824
1229893,71849.80830770613
1229896,13263.043967582109
1229902,49355.5523540243
1229905,26745.97715947162
1229906,19561.18837558445
1229907,23211.853909937137
1229908,34689.85887695987
1229910,12489.798334250587
1229924,34044.09477179989
1229927,23615.963174455235
1229928,22082.17102005549
1229929,111010.85700509958
1229930,19659.58221798196
1229932,79046.99857150043
1229934,56037.14534191231
1229937,42448.25625787073
1229939,42485.38748863742
1229942,22561.66097420162
1229948,24294.38917560834
1229955,25061.873373133814
1229970,15650.840932338995
1229974,114371.08740930913
1229975,119969.54454280318
1229977,13205.960270832695
1229999,21090.897613666933
1230003,24379.14550480546
1230004,20333.980710404052
1230005,22337.03896213597
1230008,58413.76547303271
1230010,15501.032570483898
1230011,22225.95881871986
1230014,13333.941726487426
1230018,24294.38917560834
1230019,24294.38917560834
1230020,20138.509056183757
1230021,20228.509056183757
1230022,20603.46302563914
1230025,21312.606494260832
1230029,14358.85479168257
1230030,14358.85479168257
1230032,50702.280241074295
1230037,11427.186288918201
1230038,23333.738675081593
1230039,23090.223047018968
1230041,21026.78760839588
1230047,33264.51264394584
1230094,35668.93180674949
1230106,98291.54246331895
1230114,35216.28590353791
1230117,70214.49125993186
1230120,18825.337298884817
1230121,20832.87350960384
1230122,19231.42857323836
1230123,49439.855799511046
1230133,15697.305751477186
1230139,15172.98686901649
1230140,15960.170650089225
1230146,48627.78982806087
1230149,47959.647539687205
1230150,18556.450676692453
1230156,86319.66938938187
1230162,73175.18247444187
1230165,55084.47873376173
1230166,55111.82117073651
1230167,38927.729613016716
1230169,77042.2240027071
1230170,33093.44047619048
1230171,80121.78598610552
1230172,31387.71853977947
1230173,32500.654035409414
1230174,32500.654035409414
1230175,68813.22914061969
1230176,68813.22914061969
1230177,68813.22914061969
1230178,28739.747600388197
1230179,28739.747600388197
1230181,47158.50442230229
1230210,63865.2164713098
1230216,52793.02568929144
1230217,41227.285509698595
1230221,25053.597604346505
1230222,23321.385290242088
1230227,49304.20597617594
1230230,85284.52646169251
1230232,59245.482985848925
1230233,54686.80057481124
1230234,39996.28719425194
1230235,63475.56518238367
1230236,55924.23444271399
1230237,34374.48879890552
1230238,37606.72943176129
1230239,27220.096313147078
1230265,18253.029855889723
1230266,19182.79995453809
1230267,32095.1906141944
1230268,35417.41203095432
1230274,16011.714539436805
1230277,39679.569296189606
1230286,15514.639358397957
1230287,30040.981335456385
1230294,26705.847819651597
1230300,75668.93363263563
1230301,74829.61934892702
1230303,69973.77014912025
1230305,58092.83466904736
1230309,65139.102584655935
1230312,71211.10026455912
1230314,57347.47952863587
1230321,109106.69594925149
1230322,48659.08298928052
1230324,75879.34065898754
1230325,123292.51766923946
1230326,69973.77014912025
1230327,34326.29250493219
1230328,30161.599508024563
1230329,54003.31956419778
1230338,72638.72724282477
1230339,73264.80732453796
1230341,11063.36214017105
1230342,16596.308987497596
1230364,67025.65154256603
1230366,66019.8296632678
1230369,15027.000796990784
1230370,17832.112393659347
1230374,26412.591977110496
1230376,10020.319658134267
1230389,86639.96849106626
1230390,61548.537450555836
1230391,45046.46283045723
1230393,21830.98214741344
1230401,90746.21426005417
1230404,73756.68638275629
1230405,13851.109219987677
1230409,11587.46783187025
1230410,20045.800999581235
1230411,20045.800999581235
1230412,20045.800999581235
1230413,11587.46783187025
1230414,14404.479005550193
1230420,61155.359242651546
1230421,66633.5723509969
1230422,24294.38917560834
1230423,24294.38917560834
1230424,24294.38917560834
1230425,24294.38917560834
1230426,24379.14550480546
1230427,24379.14550480546
1230428,24379.14550480546
1230429,24379.14550480546
1230430,24379.14550480546
1230431,24379.14550480546
1230432,24379.14550480546
1230433,24379.14550480546
1230434,24379.14550480546
1230435,24379.14550480546
1230436,24379.14550480546
1230437,24379.14550480546
1230438,24379.14550480546
1230439,24379.14550480546
1230440,24379.14550480546
1230441,24379.14550480546
1230442,24379.14550480546
1230443,57899.53645692961
1230446,67514.20388752024
1230447,69553.41473261229
1230448,29736.890773282204
1230457,63875.76806769513
1230458,65645.35044668299
1230463,19622.823178532937
1230464,62812.27109315854
1230477,14853.283130972239
1230481,32322.892721585435
1230495,128024.28118280752
1230496,125417.39130185511
1230498,27537.145986141204
1230499,34117.666990394886
1230502,33494.562509588206
1230503,20291.574162561494
1230513,50617.89289067112
1230514,54553.29881295301
1230519,39507.61743017615
1230520,39716.22596449897
1230521,29590.556127881686
1230522,25606.67964868078
1230523,27418.43831038181
1230529,6624.167745491133
1230530,6892.832407191275
1230533,63761.8009671787
1230534,46490.611171585784
1230536,16113.145994490975
1230538,20395.882441196678
1230544,17065.35388874504
1230549,38212.42232275426
1230554,14853.283130972239
1230555,48469.355648693505
1230557,16778.476681514716
1230559,65645.35044668299
1230560,23301.735632199514
1230566,30365.81148621448
1230567,24338.85418464423
1230568,17640.867177023636
1230570,46227.89462887967
1230571,12893.901673530503
1230572,41626.95973235881
1230573,59682.2123990128
1230574,71237.1985381301
1230575,19487.26047221265
1230576,26817.174929210218
1230577,39066.68378100348
1230582,56294.999790755166
1230583,60678.55554935791
1230584,71237.1985381301
1230585,36925.457167192224
1230591,20228.509056183757
1230597,14787.017516377342
1230598,20343.26112615283
1230611,29847.966410425324
1230613,47117.55752954714
1230615,21380.330625643404
1230617,28109.354147004462
1230618,20183.509056183757
1230619,20138.509056183757
1230620,20845.382441196678
1230634,45556.613264883345
1230635,38107.1373866291
1230636,63920.54980464313
1230637,20710.882441196678
1230646,54907.37204978365
1230650,78934.90779869012
1230653,24294.38917560834
1230654,64198.18971545695
1230662,64109.499239266486
1230668,22244.25521199363
1230669,21858.80267070328
1230670,20754.347275732205
1230671,20098.83746777106
1230673,36444.39143863399
1230676,29754.965795313958
1230677,29754.965795313958
1230678,29754.965795313958
1230693,32997.65985523333
1230697,11732.914228197953
1230700,58329.12556221889
1230701,14358.85479168257
1230706,46865.134423715805
1230708,33000.07519934063
1230710,42204.66654831698
1230711,28742.407833284877
1230712,15058.488177367379
1230715,16186.497801370277
1230716,27166.516859894266
1230718,20482.40167196591
1230740,23803.808161304034
1230742,15217.894649570972
1230746,11745.79977301582
1230752,18343.988633062214
1230754,41380.070209369434
1230756,46687.07420347113
1230757,19623.135035068848
1230760,29984.15360327503
1230761,44217.52708634434
1230762,40049.67484435141
1230767,20770.374916113065
1230789,24881.278968221362
1230792,14358.85479168257
1230810,66511.85218723383
1230812,88298.88663734609
1230822,58559.189128678394
1230826,58092.83466904736
1230885,25819.054490829407
1230886,27495.094217803045
1230887,14787.017516377342
1230888,29674.295505960505
1230891,29364.368836520734
1230894,50489.47108961045
1230905,31476.612184457183
1230909,37963.811848137644
1230953,40514.616825479956
1230966,48500.308951623374
1230983,19696.333426295136
1230986,83254.80030089694
1230987,38592.25878796702
1230988,19147.028521192755
1230989,76869.77936401246
1231007,20836.18853837917
1231014,98554.6426474468
1231015,64894.48991354527
1231016,90369.24231695032
1231017,10986.453674710954
1231019,46214.31239158713
1231020,84607.26658975071
1231021,39175.55951318359
1231022,18643.565570175437
1231024,37135.80414991661
1231042,25061.477379780175
1231045,19433.832597863016
1231046,81618.4429239759
1231047,24294.38917560834
1231048,24379.14550480546
1231049,24379.14550480546
1231050,24379.14550480546
1231051,24379.14550480546
1231054,18222.113857156583
1231060,22237.3224550835
1231068,46285.52630027864
1231073,36095.09559303447
1231074,43211.582472438124
1231075,36309.37645985499
1231079,18985.168667215792
1231080,33608.32111969922
1231081,48368.86786614415
1231082,47158.50442230229
1231091,29754.965795313958
1231098,27364.51985969005
1231102,14355.702460407289
1231105,20538.402442540308
1231106,12929.790042242781
1231107,18751.97162644592
1231108,14901.596624469461
1231111,22299.36793475384
1231112,14336.556099867175
1231113,16082.670709699352
1231115,15476.435127250403
1231120,20801.683455492937
1231127,23947.63831241826
1231128,23947.63831241826
1231129,29927.280540231797
1231133,26077.42133658625
1231152,59532.24207956873
1231153,59861.82541290206
1231158,21729.551701186276
1231159,31056.573656274755
1231160,106835.41662563576
1231161,22599.743983074324
1231164,21888.084682911067
1231168,64023.5914713098
1231183,20065.165044429315
1231184,15942.04919895174
1231185,16015.382532285075
1231189,23027.61401092331
1231194,53208.55558201878
1231195,28699.63946239526
1231196,32382.047806849863
1231197,40311.03889132853
1231198,56184.80148944565
1231200,14818.554628140326
1231201,53812.302540193115
1231204,15282.399718148221
1231205,13366.699533706367
1231206,20651.66606123544
1231207,20548.281345161395
1231213,31894.530647942094
1231242,21911.605338658042
1231243,12254.142806541091
1231244,22052.868632308837
1231245,22454.533683988426
1231246,15293.307527798253
1231250,21197.91319376213
1231262,37184.95833123317
1231264,24294.38917560834
1231265,20548.281345161395
1231267,20467.246077560314
1231269,24797.58775516432
1231275,18790.437742832888
1231276,34498.822855568
1231284,16186.497801370277
1231297,20631.246077560314
1231298,49792.41656609535
1231299,27586.5337804859
1231300,15397.465451540957
1231301,31146.73497583385
1231318,20100.44636267029
1231319,27201.95276083564
1231320,15609.715147885297
1231324,39716.22596449897
1231326,21627.222629523283
1231331,35172.59098286452
1231332,40609.6493197975
1231333,42184.43234343045
1231334,54350.70194078869
1231336,21891.30963457068
1231340,10996.558517355756
1231342,34604.11925173276
1231344,34041.410377848406
1231346,15228.58530557603
1231347,21637.91701878853
1231363,47732.41792230747
1231382,22568.133683988424
1231387,57509.320719192474
1231394,32340.981858783307
1231395,30633.91394558893
1231396,33119.91277428765
1231397,29994.1200454097
1231398,54871.045186178286
1231402,20952.091849939217
1231405,11732.914228197953
1231418,15768.744918945285
1231427,14028.607087094448
1231432,28122.557152785837
1231438,31074.889293104523
1231439,21042.160620648396
1231440,25061.873373133814
1231441,23803.808161304034
1231444,14566.449108598108
1231445,14358.85479168257
1231446,85111.64023507577
1231447,29674.295505960505
1231449,30381.742888989324
1231451,34356.010750065834
1231453,33640.119095731585
1231457,38834.909075252996
4244769,19721.856951139587
4245421,10351.957550090438
4245631,22386.438105754125
4245744,7009.058749940297
4245803,27266.700234789387
4245945,48932.851468177636
4245946,45118.573371155
4245963,51726.81269942722
4245974,45118.573371155
4245977,49858.75241918728
4246000,48932.851468177636
4246035,35217.64705489763
4246304,28422.015755974404
4246330,28388.866257991493
4246394,31191.457991385014
4246516,45179.871906772365
4247100,79774.48888542794
4247186,38968.42606003375
4247558,55090.68001134212
4247587,11708.007505464466
4247591,17063.754271754267
4247806,10241.801268372725
4247847,8359.3882655369
4247848,8466.604944136221
4248148,10732.83164064546
4248188,10407.208308808898
4248195,10407.208308808898
4248592,25913.83286583703
4248639,26105.686018680237
4248804,31537.088150685257
4249085,65466.784017868704
4249434,11143.088779552192
4249500,12418.21253989725
4249501,12685.998826411951
4249564,14494.58194873551
4249598,15270.53460914027
4249657,16666.848186646635
4249784,18034.998207098684
4249870,18067.414293412265
4249900,18067.414293412265
4250006,19506.457811868437
4250011,20657.207907114742
4250165,18871.901261283605
4250166,12931.497028901125
4250170,13406.71726699636
4250180,12931.497028901125
4250181,13161.717266996364
4250187,12931.497028901125
4250189,13161.717266996364
4250195,13406.71726699636
4250196,18871.901261283605
4250532,18873.28105380973
4250533,41292.27981299267
4250720,21927.052919674243
4250723,22184.205258783142
4250724,19172.42356875732
4250736,19004.639356521704
4250737,19172.42356875732
4250740,22184.205258783142
4250761,26678.100994310153
4251102,25667.666328774296
4251551,21068.77002134663
4251556,26877.815294303797
4251567,16086.956289081285
4251571,25444.7901767188
4251577,16036.956289081287
4251578,25444.7901767188
4251599,14264.410115714112
4251600,21043.05898238559
4251932,26050.925624185707
4252078,28266.51816402398
4252090,28266.51816402398
4252210,28170.3963723515
4252211,29473.45904369814
4252220,29445.200844520452
4252230,28202.24370180666
4252433,29587.416016760417
4252435,29587.416016760417
4252518,30426.84035130758
4252528,19698.832394292254
4252745,30759.13787825523
4252771,31091.49955100455
4253077,105603.00541416001
4253122,30961.55998435312
4253168,69685.0
4253319,25788.152649598673
4253334,15791.239438689048
4253816,23977.23791585014
4253821,37676.4578025475
4254197,26789.100189213543
4254420,18217.593762983022
4254430,18534.18772411037
4254432,18534.18772411037
4255593,36603.63481686909
4256309,36477.60627605577
4256767,20334.80444167115
4256944,23970.06242267417
4256946,19303.953902822675
4256949,24454.459719744333
4257562,45747.38664624162
4257625,10474.191236616267
4257911,31982.708489438024
4258258,26230.289519290134
4258379,22388.447268298594
4258743,84558.1003901434
4258746,86815.24449885542
4259415,71837.11730993984
4259422,71837.11730993984
4259441,72392.90329542731
4259443,72884.03414391521
4259495,39780.38790408362
4259919,36056.82517386578
4260544,107776.37778333595
4261266,35743.56373286115
4261719,33824.47249210135
4261850,27331.543969689606
4262040,26082.10912464923
4262383,36658.20526244406
4262648,72489.69222720587
4263175,38655.10988162286
4263629,42048.379644113396
4263635,42048.379644113396
4263640,41984.45802795178
4263743,19206.63160857102
4263815,23158.838783384046
4263994,16813.026304477044
4264243,16323.500336603542
4264883,11715.09161172668
4264937,60244.294710312235
4265049,38589.40663472203
4265438,39560.30918772991
4265461,37997.36158923712
4265929,59867.357315000045
4265934,60807.59710846448
4266464,25859.95201217383
4266504,25859.95201217383
4266674,99573.09038462961
4266675,104070.45635978121
4266764,59241.61028125594
4266861,36079.74510923177
4266946,16065.389201174896
4267214,21996.006342829758
4267312,22005.4138563439
4267490,29765.652601293517
4267760,48231.86590788011
4267763,48167.18021947431
4267780,51589.63367729232
4268060,90874.76668889051
4268061,90811.19125116401
4268197,55400.38862141867
4268315,17414.31690741803
4268505,36660.67810747835
4268714,15461.177088422584
4268732,14902.687342459354
4269337,64290.32123499345
4269357,70985.9340073957
4269612,36017.06436899689
4269613,36056.82517386578
4269930,38589.40663472203
4270060,17555.342430399698
4270062,17160.039683391045
4270063,17509.91696399904
4270064,14896.794373674167
4270066,14887.6277070075
4270914,18636.05145678759
4270948,22117.050531337103
4271189,46552.68633477237
4271195,36440.357807472166
4271342,51069.64610353781
4272082,15515.795531501062
4272591,16699.311945382655
4273027,51097.50760147581
4273392,53075.650236797694
4273722,37650.461415601916
4273931,17571.24523547096
4274690,24286.14604641953
4274691,24059.853409820797
4274696,19666.45678293714
4274697,20198.214984309732
